t,width,height,point_step,row_step,is_dense,data_len
56.7690532207489,6214,1,48,298272,True,298272
56.87423777580261,6199,1,48,297552,True,297552
56.976642370224,6223,1,48,298704,True,298704
57.06871247291565,6174,1,48,296352,True,296352
57.17926478385925,6233,1,48,299184,True,299184
57.27001667022705,6245,1,48,299760,True,299760
57.37278413772583,6216,1,48,298368,True,298368
57.479785680770874,6007,1,48,288336,True,288336
57.571033000946045,6438,1,48,309024,True,309024
57.67042851448059,6221,1,48,298608,True,298608
57.78148150444031,6180,1,48,296640,True,296640
57.87204837799072,6183,1,48,296784,True,296784
57.97101378440857,6233,1,48,299184,True,299184
58.069793939590454,6283,1,48,301584,True,301584
58.169689416885376,6220,1,48,298560,True,298560
58.2700617313385,6200,1,48,297600,True,297600
58.377344608306885,6223,1,48,298704,True,298704
58.46946883201599,6188,1,48,297024,True,297024
58.568132400512695,6216,1,48,298368,True,298368
58.66925382614136,6230,1,48,299040,True,299040
58.76863479614258,6220,1,48,298560,True,298560
58.8700430393219,6217,1,48,298416,True,298416
58.96917176246643,6213,1,48,298224,True,298224
59.06939768791199,6232,1,48,299136,True,299136
59.169718980789185,6190,1,48,297120,True,297120
59.269325971603394,6179,1,48,296592,True,296592
59.36929106712341,6196,1,48,297408,True,297408
59.469974994659424,6191,1,48,297168,True,297168
59.56845426559448,6210,1,48,298080,True,298080
59.66948485374451,6232,1,48,299136,True,299136
59.773431062698364,6224,1,48,298752,True,298752
59.87020564079285,6207,1,48,297936,True,297936
59.969338178634644,6202,1,48,297696,True,297696
